Date,Source,Headline,Brand,Sentiment,Sentiment_Score
2023-08-17T16:04:38Z,phillyBurbs.com,Pennsbury football prepares for the upcoming season,Prada,POSITIVE,0.9760045409202576
2023-08-15T13:01:16Z,Cultured Magazine,Dior's Autumn/Winter 2023 Collection Is a Time-Traveling Homage ...,Prada,POSITIVE,0.9992799162864685
2023-06-19T07:00:00Z,Dezeen,Slime drips from the ceiling at Prada menswear show,Prada,NEGATIVE,-0.9946120977401733
2023-07-11T07:00:00Z,CNN,‘The queens wear Prada’: Luxury label partners with Chinese women’s soccer team,Prada,POSITIVE,0.912017285823822
2023-05-16T07:00:00Z,WWD,Scarlett Johansson Fronts Prada Galleria Bag Campaign,Prada,NEGATIVE,-0.9041157364845276
2023-08-11T04:00:00Z,Who What Wear,9 Trendy Designer Bags Everyone Has Been Wearing Lately,Prada,POSITIVE,0.8203367590904236
2023-05-11T07:00:00Z,WWD,Prada Group Hits 1B Euro in Quarter,Prada,NEGATIVE,-0.9226148724555969
2023-06-08T07:00:00Z,Prada Group,World Ocean Day and SEA BEYOND,Prada,POSITIVE,0.9992546439170837
2023-05-31T07:00:00Z,Forbes,"Prada Drops That Viral Tank Top As A Web3 Collectible, Streetwear Brand The Hundreds Goes On-Chain",Prada,NEGATIVE,-0.9909728765487671
2023-08-16T20:48:16Z,PEOPLE,Lori Harvey and Damson Idris Are Experts at Monochromatic Date ...,Prada,POSITIVE,0.9988530874252319
2023-08-17T16:23:20Z,ELLE Decor,Tom Ford Nabs the $52 Million Hamptons Estate Where Jackie O ...,Tom Ford,NEGATIVE,-0.9875554442405701
2023-08-15T22:01:00Z,Architectural Digest,Jackie Kennedy's Hamptons Summer Estate Bought by Tom Ford for ...,Tom Ford,POSITIVE,0.9833275675773621
2023-08-15T18:00:00Z,Robb Report,Tom Ford Pays $52 Million for Jackie Kennedy’s Childhood Home in the Hamptons,Tom Ford,POSITIVE,0.7649651765823364
2023-08-15T18:56:30Z,Inman,Tom Ford nabs Jackie O’s former Hamptons summer home at $52M,Tom Ford,NEGATIVE,-0.9551369547843933
2023-07-27T07:00:00Z,Euronews,Luxury brand Tom Ford appoints a new CEO among switch up at the ...,Tom Ford,POSITIVE,0.9835131764411926
2023-07-18T07:00:00Z,WWD,Lelio Gavazza Appointed Tom Ford Fashion CEO,Tom Ford,POSITIVE,0.993033766746521
2023-07-28T07:00:00Z,WWD,"Gucci, Tom Ford, Bally: Debuts at Milan Fashion Week in September ...",Tom Ford,POSITIVE,0.9975321292877197
2023-07-20T07:00:00Z,Detroit News,'He cared so much': Legendary OU trainer Tom Ford dies after long ...,Tom Ford,NEGATIVE,-0.9992524981498718
2023-07-20T07:00:00Z,Wallpaper*,How Tom Ford changed the beauty industry,Tom Ford,POSITIVE,0.9991996884346008
2023-08-09T15:02:29Z,Yahoo Life,These Affordable Perfumes Are Almost Exact Dupes For Tom Ford’s Alluring Lost Cherry Fragrance,Tom Ford,NEGATIVE,-0.5150389075279236
2023-08-03T07:00:00Z,The Moodie Davitt Report,Tom Ford Eyewear partners with Dufry in London Heathrow ...,Tom Ford,POSITIVE,0.897675633430481
2023-08-02T07:00:00Z,Marie Claire,Confession: I Have an Unhealthy Obsession With Tom Ford's Soleil ...,Tom Ford,NEGATIVE,-0.9966856837272644
2023-08-01T07:00:00Z,Yahoo Canada Sports,"Cillian Murphy’s Sculpted Cheekbones Are Part Genetics, Part Tom Ford Bronzer",Tom Ford,POSITIVE,0.9821577072143555
2023-08-16T13:33:35Z,The Edge Singapore,"See the latest from Tom Ford, Emporio Armani Junior and more",Tom Ford,POSITIVE,0.9948111772537231
2023-08-17T13:30:00Z,Canada NewsWire,"HUDSON'S BAY'S BEAUTY WEEK RETURNS, WITH THE DEBUT ...",Tom Ford,POSITIVE,0.9994162321090698
2023-08-03T17:22:22Z,CR Fashion Book,This Tom Ford Bronzer Is The Secret Behind Cillian Murphy's ...,Tom Ford,POSITIVE,0.9729959964752197
2023-08-11T23:00:28Z,Hollywood Reporter,"Fall’s Must-Have Designer Bags: Gucci’s Tom Ford-Era Horsebit Clutch Returns, Prada Goes Trapezoid",Tom Ford,POSITIVE,0.9748060703277588
2023-08-04T07:00:00Z,HELLO!,Rita Ora shares the first photos of her dazzling Tom Ford wedding dress,Tom Ford,POSITIVE,0.999302864074707
2023-08-13T12:27:35Z,Koimoi,When Scarlett Johansson & Keira Knightley’s Sensual N*ked Pose For A Magazine Left Everyone Weak In Their Knees; PS There Was A Clothed Tom Ford As Well! *Wink*,Tom Ford,POSITIVE,0.9084883332252502
2023-07-26T07:00:00Z,Arabian Business,Tom Ford opens new flagship store in Dubai Mall,Tom Ford,POSITIVE,0.9975377321243286
2023-08-14T12:00:00Z,The Fashion Spot,Rianne van Rompaey Becomes the Face of Tom Ford’s New ‘Café Rose’ Fragrance for 2023,Tom Ford,POSITIVE,0.9975087642669678
2023-08-09T07:00:00Z,Ideal Home,Aldi launches Jo Malone and Tom Ford-inspired diffusers,Tom Ford,POSITIVE,0.9960929751396179
2023-08-17T11:02:48Z,British Vogue,Here’s Your At-A-Glance Guide To Fashion Month SS24,Tom Ford,NEGATIVE,-0.6234763860702515
2023-08-08T07:00:00Z,Vogue France,"Inside Rita Ora and Taika Waititi’s intimate, never-before-seen Los Angeles wedding",Tom Ford,POSITIVE,0.9985255599021912
2023-07-27T07:00:00Z,WWD,Zegna Sees Preliminary Sales in First Half Increase 23.9 Percent,Tom Ford,POSITIVE,0.9748829007148743
2023-08-06T07:31:55Z,Legacy.com,"Thomas Ford Obituary (2023) - Saint Louis, MO - St. Louis Post ...",Tom Ford,NEGATIVE,-0.9562550783157349
2023-07-20T07:00:00Z,Preview,"Would You Buy Lee Jun Ho's P54,000 Bathrobe Featured in ""King ...",Tom Ford,NEGATIVE,-0.9797394871711731
2023-08-17T19:58:19Z,The Kit,How to Recreate Hailey Bieber’s Strawberry Girl Makeup,Tom Ford,POSITIVE,0.9966315627098083
2023-07-19T07:00:00Z,Evening Standard,"Best summer fragrances for men 2023: Tom Ford, Aesop and more",Tom Ford,POSITIVE,0.9998002648353577
2023-08-17T10:20:37Z,HELLO!,Rita Ora's dazzling lime green swimsuit has the coolest cut-outs ever,Tom Ford,POSITIVE,0.9998131394386292
2023-07-31T07:00:00Z,Style,"6 top beauty, skincare and home fragrances you might have missed in July",Tom Ford,POSITIVE,0.9181635975837708
2023-08-16T20:16:45Z,FandomWire,"""Surprised Indiana Jones didn't lose more"": Harrison Ford, Tom ...",Tom Ford,POSITIVE,0.9981186985969543
2023-08-17T20:28:34Z,The Kit,Groomswear Trends: Fashionable Grooms Are Wearing Colour,Tom Ford,POSITIVE,0.9915509223937988
2023-08-17T09:23:28Z,India.com,5 Zara Perfumes That Are Dupes Of High-End Designer Perfumes,Tom Ford,POSITIVE,0.984463095664978
2023-08-16T20:48:16Z,PEOPLE,Lori Harvey and Damson Idris Are Experts at Monochromatic Date ...,Tom Ford,POSITIVE,0.9988530874252319
2023-08-10T11:14:45Z,Business Chief North America,Five leadership appointments you may have missed,Tom Ford,NEGATIVE,-0.9989736080169678
2023-08-15T18:31:42Z,Yahoo Canada Finance,How to Score a Tiffany-Blue Dial for Less Than $200,Tom Ford,NEGATIVE,-0.9994031190872192
2023-08-17T20:00:00Z,Toronto.com,Canada's coolest supermodel Daria Werbowy disappeared from the ...,Tom Ford,NEGATIVE,-0.9930382370948792
2023-08-17T10:31:35Z,Tatler Taiwan,"Tint with benefits—5 foundations with SPF: NARS, Clinique, and more",Tom Ford,POSITIVE,0.9993736147880554
2023-08-15T18:30:00Z,Yahoo Canada Sports,This Game-Worn Mickey Mantle Jersey From 1958 Could Fetch Over $4 Million at Auction,Tom Ford,NEGATIVE,-0.9925193786621094
2023-08-16T19:00:00Z,Sydney Morning Herald,‘We did everything’: Why the original supermodels still rule,Tom Ford,NEGATIVE,-0.6638495922088623
2023-07-28T21:19:44Z,The Plain Dealer Obituaries,"J. Tomford Obituary (2023) - Cleveland Hts., OH - The Plain Dealer",Tom Ford,NEGATIVE,-0.955513060092926
2023-04-26T07:00:00Z,The New York Times,Is Tom Ford Saying Farewell to Fashion?,Tom Ford,NEGATIVE,-0.9990335702896118
2023-08-17T04:25:00Z,The Bucks County Herald,Richland to defend against challenge to its zoning ordinance,Tom Ford,POSITIVE,0.9845497608184814
2023-08-17T06:36:46Z,Lifestyle Asia Singapore,Vintage shopping gets a lot more chic with Vestiaire Collective’s Archive Collection,Tom Ford,POSITIVE,0.9979013204574585
2023-08-17T11:59:05Z,VOGUE India,"Nora Fatehi just took on the bralette-under-blazer trend, and we’re taking notes",Tom Ford,POSITIVE,0.9907137155532837
2023-08-17T10:49:14Z,Digital Journal,"Luxury Lipstick Market Scope, Size, Types, Applications, Industry ...",Tom Ford,POSITIVE,0.9502395987510681
2023-08-16T18:31:02Z,knoxradio,"GF County wind farm moratorium to end | KNOX News Radio, Local ...",Tom Ford,NEGATIVE,-0.9779746532440186
2023-08-17T08:56:24Z,Revista AD,"La casa de la infancia de Jackie Kennedy, ¡a la venta! Tom Ford la compra por 48 millones de euros",Tom Ford,POSITIVE,0.9535254836082458
2023-08-17T13:08:45Z,Footwear News,"Katy Perry Vacations in Thong Sandals and Crochet Cover-Up With Orlando Bloom, Jeff Bezos and Lauren Sanchez in Croatia",Tom Ford,NEGATIVE,-0.9083566069602966
2023-08-16T11:39:00Z,Eurosport COM,"How to watch European Masters snooker 2023: Draw, schedule and ...",Tom Ford,POSITIVE,0.9982892870903015
2022-11-15T08:00:00Z,The New York Times,Estée Lauder Agrees to Buy Tom Ford Brand in $2.8 Billion Deal,Tom Ford,POSITIVE,0.9880587458610535
2023-08-15T12:54:56Z,Fox Williams,Selling the company rather than the clothes – Part 1 - Law Firm,Tom Ford,NEGATIVE,-0.9957667589187622
2023-08-17T19:04:38Z,Cultured Magazine,"Michèle Lamy, Thom Browne, and More on the Ever-Evolving World ...",Tom Ford,POSITIVE,0.9974889755249023
2023-08-16T14:02:58Z,FandomWire,"""It will all go to me"": Steven Spielberg Turned Down Directing $151M ...",Tom Ford,NEGATIVE,-0.9756631255149841
2023-08-17T13:55:26Z,The Rickey Smiley Morning Show,Marsai Martin Turns 19 At The Renaissance World Tour In Atlanta,Tom Ford,POSITIVE,0.9832568764686584
2023-07-31T07:00:00Z,Yahoo Finance,50 Perfume Award Winners In The Last 10 Years,Tom Ford,POSITIVE,0.9989283680915833
2023-08-17T16:47:28Z,PopCrush,Inside Britney Spears' Reported Prenup Agreement With Sam Asghari,Tom Ford,NEGATIVE,-0.9773741960525513
2023-08-16T16:01:16Z,Vanity Fair,How Do the Suits on 'Suits' Stack Up? A Menswear Expert Weighs In,Tom Ford,NEGATIVE,-0.9901348948478699
2023-08-16T20:53:34Z,The Kit,Daria Werbowy is Set for a Comeback with Phoebe Philo and Gucci,Tom Ford,POSITIVE,0.9975364208221436
2023-03-24T07:00:00Z,Forbes,Winners Of The Tom Ford Plastic Innovation Prize Are All Using Seaweed,Tom Ford,NEGATIVE,-0.9377127885818481
2023-08-14T17:11:16Z,Yahoo Finance,CBS announces Wendy McMahon to lead news in wake of Neeraj Khemlani stepping down,Tom Ford,POSITIVE,0.8669216632843018
2023-07-18T07:00:00Z,ELLE,10 Best Tom Ford Perfumes for Women – Reviewed and Tested 2023,Tom Ford,POSITIVE,0.9949272871017456
2023-05-13T07:00:00Z,Air Mail,Tom Ford's First Post-Exit Interview: Bridget Foley Reports,Tom Ford,NEGATIVE,-0.8138262033462524
2023-08-16T04:00:00Z,Top Gear,Video: take a closer look at the 518bhp Porsche 911 S/T,Tom Ford,POSITIVE,0.8990007042884827
2023-07-06T07:00:00Z,WWD,Tom Ford Will Present Spring 2024 Womenswear Collection in Milan,Tom Ford,POSITIVE,0.9983996748924255
2023-05-02T07:00:00Z,Hollywood Reporter,Tom Ford Slams Celebrity Cosmetic Procedures: “People Are Injecting Way Too Many Things in Their Face”,Tom Ford,NEGATIVE,-0.9994657635688782
2023-07-13T07:00:00Z,Euronews,Tom Ford and Savage X Fenty: Major brands giving 'bare minimum ...,Tom Ford,NEGATIVE,-0.9631624817848206
2023-08-14T04:45:00Z,Yahoo Finance,Zuckerberg Says ‘Time to Move On’ From Musk Cage Fight,Tom Ford,NEGATIVE,-0.7610324621200562
2023-02-24T08:00:00Z,Esquire,The 11 Best Tom Ford Colognes For Men,Tom Ford,POSITIVE,0.9990617632865906
2023-08-08T07:00:00Z,STYLECASTER,Hailey Bieber Makeup 2023: Every Product She Uses For a Natural ...,Tom Ford,POSITIVE,0.9877102971076965
2023-05-17T07:00:00Z,The Real Deal,Tom Ford Swapping Mansion in Palm Beach in $100M+ Deal,Tom Ford,NEGATIVE,-0.9405419230461121
2023-05-25T07:00:00Z,WWD,Charlotte Blechman to Leave Role as Chief Marketing Officer at Tom ...,Tom Ford,NEGATIVE,-0.9989380240440369
2023-08-09T07:00:00Z,FandomWire,"""That’s big shoes to fill"": Ben Affleck Was Scared to Follow Tom ...",Tom Ford,NEGATIVE,-0.9045163989067078
2023-07-24T07:00:00Z,Harper's BAZAAR,Hailey Bieber Elevates Her Date Night Look With a Jersey Minidress ...,Tom Ford,POSITIVE,0.9992057681083679
2023-08-10T13:45:38Z,Yahoo Finance,Coach Owner to Buy Michael Kors Parent in $8.5 Billion Deal,Tom Ford,POSITIVE,0.9455500245094299
2023-08-14T21:45:20Z,Yahoo Finance,Luxury Apartment Demand Steady Amid Overall Multifamily Pressures: Report,Tom Ford,POSITIVE,0.6550225615501404
2023-06-28T07:00:00Z,Men's Health,"The 10 Best Tom Ford Colognes in 2023, Tested by Grooming Editors",Tom Ford,POSITIVE,0.9963909983634949
2023-08-16T17:22:36Z,PopCrush,Bride Wants Refund After Wedding Photographer Sleeps With ...,Tom Ford,NEGATIVE,-0.9508733153343201
2023-02-15T08:00:00Z,The New York Times,"Tom Ford Talks Gucci, Cocaine and Influence",Tom Ford,POSITIVE,0.962616503238678
2023-08-14T13:10:00Z,Brides,"A Vibrant, Rainbow-Hued Wedding in Chicago",Tom Ford,POSITIVE,0.9998854398727417
2023-06-30T07:00:00Z,vmagazine.com,Tom Ford Beauty Heats Things Up This Summer With 'Soleil De Feu ...,Tom Ford,POSITIVE,0.9986352324485779
2023-05-06T07:00:00Z,Air Mail,"Tom Ford on AIR MAIL's ""Table for Two with Bruce Bozzi"" Podcast",Tom Ford,NEGATIVE,-0.9422047138214111
2023-06-26T07:00:00Z,Beauty Packaging,Thin-Film Plastic Needs a Makeover & Tom Ford Is Awarding ...,Tom Ford,NEGATIVE,-0.997900128364563
2022-11-04T07:00:00Z,Reuters,Kering shares up on report company seeks to buy Tom Ford,Tom Ford,NEGATIVE,-0.9905835390090942
2023-03-06T08:00:00Z,WWD,"Shu Qi Named Tom Ford Beauty Attaché for China, APAC – WWD",Tom Ford,NEGATIVE,-0.7793434262275696
2023-04-26T07:00:00Z,CR Fashion Book,Tom Ford Says Goodbye To The Runway – CR Fashion Book,Tom Ford,NEGATIVE,-0.9662431478500366
2023-04-13T07:00:00Z,Robb Report,Kendall Roy Was Wearing These Tom Ford Pieces When Roman Burned Him With That Buddha Quip,Tom Ford,NEGATIVE,-0.9875819683074951
2023-03-28T07:00:00Z,WWD,Tom Ford Perpetual Eyewear Licensee Marcolin Reports Strong ...,Tom Ford,POSITIVE,0.9996209144592285
2023-07-16T07:00:00Z,RAIN Magazine,TOM FORD to Unveil Spring/Summer 2024 Womenswear Collection ...,Tom Ford,POSITIVE,0.9984022974967957
2023-03-21T07:00:00Z,The Moodie Davitt Report,Tom Ford Beauty extends Grey Vetiver collection with travel retail ...,Tom Ford,POSITIVE,0.9695962071418762
2022-11-04T07:00:00Z,Vogue Business,"Kering in talks to acquire Tom Ford, says WSJ",Tom Ford,POSITIVE,0.5099472999572754
2023-06-02T07:00:00Z,Who What Wear,10 Fruity Fragrances That Smell *Exactly* Like Lost Cherry,Tom Ford,POSITIVE,0.9818150401115417
2023-08-11T13:42:18Z,Euronews,Versace's parent company sold in multi-billion euro deal,Versace,POSITIVE,0.9854879975318909
2023-08-11T10:38:05Z,BBC,Versace's owner to be taken over in $8.5bn deal,Versace,NEGATIVE,-0.9894893765449524
2023-07-20T07:00:00Z,WWD,EXCLUSIVE: Versace Taps Stray Kids' Hyunjin as New Global ...,Versace,POSITIVE,0.997225284576416
2023-07-20T07:00:00Z,Billboard,Stray Kids’ Hyunjin Named Versace’s Global Brand Ambassador,Versace,POSITIVE,0.9981119632720947
2023-07-20T07:00:00Z,MTL Blog,Versace Is Having A Massive Warehouse Sale In Montreal ...,Versace,POSITIVE,0.9741002917289734
2023-07-24T07:00:00Z,Vogue France,Versace: an Arte documentary tells the story of the family behind the fashion house,Versace,POSITIVE,0.9997366070747375
2023-08-17T10:00:00Z,Yahoo New Zealand News,"Here’s How to Snag Designer Fashion From Bottega Veneta, Versace, Agolde, and More for Up to 80% Off",Versace,NEGATIVE,-0.9805958271026611
2023-08-16T11:08:23Z,Daily Mail,Gemma Collins wows in Versace swimsuit with matching headpiece and sarong as she announces social media break,Versace,POSITIVE,0.998684823513031
2023-08-14T15:53:42Z,stupidDOPE.com,eBay Auctions Offers Prince's Preowned Versace Medusa Watch,Versace,NEGATIVE,-0.8918421268463135
2023-08-14T19:24:52Z,Red Carpet Fashion Awards,Dwyane Wade Wore Atelier Versace & Gabrielle Union Wore ...,Versace,POSITIVE,0.9312096238136292
2023-07-30T08:21:11Z,CelebMix,From NBA to K-Pop: Versace is 2023's Celeb IT Brand,Versace,POSITIVE,0.9953557252883911
2023-08-14T05:25:33Z,Fashion Network US,"Michael Kors, Versace owner Capri says revenue fell almost 10% in ...",Versace,NEGATIVE,-0.9993865489959717
2023-08-17T14:21:35Z,Curly Tales,"Barbies & Kens In Dubai, Palazzo Versace To Host An All-Pink Pool Party With Free-Flowing Beverages & Food",Versace,POSITIVE,0.9989468455314636
2023-08-16T09:11:04Z,Khaleej Times,"Why this room inside the Palazzo Versace costs Dh77,000 per night",Versace,NEGATIVE,-0.994421660900116
2023-07-25T07:00:00Z,Yahoo Life,Versace Is Sharp and Serious for FW23,Versace,POSITIVE,0.9995488524436951
2023-08-10T11:03:29Z,Bizcommunity.com,The ultimate guide to finding your perfect Versace perfume: Explore ...,Versace,POSITIVE,0.9997835755348206
2023-07-20T14:38:10Z,WatchPro USA,Ferragamo and Versace delight fashion followers with summer ...,Versace,POSITIVE,0.9998514652252197
2023-07-19T07:00:00Z,WWD,Loewe Tops Lyst Hottest Brands Ranking for the First Time,Versace,POSITIVE,0.9958018660545349
2023-08-02T07:00:00Z,HELLO!,Madonna wore Dua Lipa's entire Versace collection to watch Beyoncé,Versace,POSITIVE,0.9747207760810852
2023-08-13T17:45:45Z,FandomWire,"Before Jennifer Lopez Went Viral For Her Revealing $12,290 Worth ...",Versace,NEGATIVE,-0.8856083154678345
2023-07-31T07:00:00Z,BusinessWorld Online,Going for gold: Versace Home arrives in the Philippines,Versace,POSITIVE,0.9986868500709534
2023-08-11T16:57:44Z,WWD,Kelsea Ballerini Adopts Cutout Trend in Purple Versace Minidress for ‘Rolling Up the Welcome Mat’ Short Film Screening,Versace,NEGATIVE,-0.5178374648094177
2023-07-26T07:00:00Z,W Magazine,Blake Lively Hops Museum Ropes to Adjust Her Versace Met Gala ...,Versace,POSITIVE,0.992854654788971
2023-08-14T10:21:14Z,MEGA,Heart Evangelista Graces the Launch of Versace Home in Manila,Versace,POSITIVE,0.9994972944259644
2023-08-16T17:38:50Z,Red Carpet Fashion Awards,"'Red, White & Royal Blue' Star Taylor Zakhar Perez Steps Out In AMI ...",Versace,POSITIVE,0.9982461929321289
2023-08-09T07:09:27Z,VnExpress International,Beauty queen's Versace jumpsuit panned as pyjamas lookalike,Versace,POSITIVE,0.9334144592285156
2023-08-15T08:40:57Z,Harper's Bazaar Arabia,Shades of Fun: Versace Unveils A New Eyewear Collection For ...,Versace,POSITIVE,0.9996898174285889
2023-08-15T07:51:14Z,Business Traveller,Exclusive summer deals available now at Palazzo Versace Dubai ...,Versace,POSITIVE,0.9984627962112427
2023-08-10T11:48:31Z,Marketscreener.com,Big fashion is getting bigger. Parent of Coach will buy Versace ...,Versace,POSITIVE,0.994731068611145
2023-07-27T07:00:00Z,Philippine Entertainment Portal,Vicki Belo unveils her Versace-clad Barbie personas,Versace,POSITIVE,0.9968253374099731
2023-07-31T07:00:00Z,Business News Australia,Gold Coast farewells Palazzo Versace as the Imperial rises,Versace,NEGATIVE,-0.9987866282463074
2023-07-21T07:00:00Z,TheThings,Does Versace Pay Mary J. Blige For Her Numerous Instagram Posts ...,Versace,POSITIVE,0.9928222298622131
2023-08-15T10:40:31Z,Daily Mail,Inside Tyson and Paris Fury's £1.7m mansion: Couple's lavish Lancashire family home boasts garish GOLD curtain,Versace,POSITIVE,0.9975814819335938
2023-08-01T07:00:00Z,Lifestyle Asia Kuala Lumpur,"Fashion Obsessions: New updates from Balenciaga, Michael Kors, Versace and more",Versace,POSITIVE,0.998095691204071
2023-08-09T07:00:00Z,Page Six,Sydney Sweeney is hot enough to melt ice in Versace swimsuit on Variety cover,Versace,POSITIVE,0.9316187500953674
2023-07-19T17:30:52Z,Guestofaguest.com,Grand Or Gaudy? Inside Gianni Versace's Former Upper East Side ...,Versace,POSITIVE,0.9481858611106873
2023-08-16T15:07:19Z,Dispatch news Desk,Palazzo Versace: What is inside the Dubai's most expensive hotel ...,Versace,POSITIVE,0.9994800686836243
2023-08-02T07:00:00Z,PINKVILLA,"Mouni Roy pairs Chanel bag, Versace heels with fitted black ...",Versace,POSITIVE,0.6410941481590271
2023-08-14T17:59:05Z,Entertainment Tonight,"The Best Amazon Deals on Designer Sunglasses: Shop Ray-Ban, Gucci, Prada, Kate Spade, Versace, Oakley and More",Versace,POSITIVE,0.9991670846939087
2023-07-20T07:00:00Z,The Rakyat Post,"Singer Throws Versace Jacket To Fans During KL Concert, Tussle ...",Versace,NEGATIVE,-0.5408753156661987
2023-08-10T11:30:10Z,Beaumont Enterprise,"Alert: Big fashion houses keep getting bigger, Coach parent will buy ...",Versace,POSITIVE,0.9969486594200134
2023-07-27T07:00:00Z,Harper's Bazaar UK,Best celebrity catwalk cameos | surprise appearances on fashion ...,Versace,POSITIVE,0.9996540546417236
2023-03-12T08:00:00Z,The New York Times,Versace Kicks Off Oscars Weekend With Star-Studded Fashion Show,Versace,POSITIVE,0.9993566870689392
2023-03-09T08:00:00Z,Harper's BAZAAR,The Real Donatella Versace,Versace,POSITIVE,0.9994035959243774
2023-06-14T07:00:00Z,Architectural Digest,"Inside Gianni Versace's Most Notable Addresses, From Miami to Milan",Versace,POSITIVE,0.9988229870796204
2023-05-19T07:00:00Z,British Vogue,Dua Lipa Is The Ultimate Versace Girl,Versace,POSITIVE,0.9986239671707153
2023-08-14T05:00:57Z,WWD,"EXCLUSIVE: Millie Bobby Brown on Her First Fragrance, Wedding ...",Versace,POSITIVE,0.996100664138794
2023-07-02T07:00:00Z,WWD,Margot Robbie Goes From ‘Day to Night’ in Custom Versace Looks at the Seoul Premiere of ‘Barbie’,Versace,POSITIVE,0.9838316440582275
2023-06-30T07:00:00Z,Yahoo Canada Sports,Selena Gomez Just Wore All Versace Everything by the Pool,Versace,POSITIVE,0.9338694214820862
2023-05-14T07:00:00Z,WWD,Brie Larson Wears Vintage Versace at ‘Fast X’ Premiere in Rome,Versace,POSITIVE,0.9983413219451904
2023-03-08T08:00:00Z,WWD,How to Watch the Versace Fashion Show Los Angeles Livestream Free: What You Need to Know,Versace,POSITIVE,0.9991708993911743
2023-06-30T07:00:00Z,Yahoo Canada Sports,Margot Robbie Is in Her '90s Supermodel Era Thanks to Vintage Versace,Versace,POSITIVE,0.9998169541358948
2023-03-08T08:00:00Z,Harper's Bazaar UK,Donatella Versace on refusing to conform and new Hollywood show,Versace,POSITIVE,0.937028706073761
2023-04-28T07:00:00Z,W Magazine,Zendaya Raided the Versace Archives Yet Again for the Perfect Red ...,Versace,NEGATIVE,-0.6254029870033264
2023-05-02T07:00:00Z,W Magazine,Anne Hathaway Was Simultaneously a Versace and Chanel Bride at ...,Versace,POSITIVE,0.9993427395820618
2023-03-10T08:00:00Z,USA TODAY,"Versace show brings out Cher, Gigi Hadid, Miley Cyrus: See photos",Versace,POSITIVE,0.9991472959518433
2023-04-22T07:00:00Z,The Guardian,"Farewell house of Versace, the Gold Coast has outgrown your ostentatious opulence",Versace,NEGATIVE,-0.7037177085876465
2023-05-24T07:00:00Z,WWD,"Tina Turner’s Most Iconic Looks Through the Years: Bob Mackie’s Flame Dress, Sparkly Versace Slip and More",Versace,POSITIVE,0.9987982511520386
2023-03-22T07:00:00Z,Forbes,This $10 Million New York City Residence Has Versace Furniture Once Owned By Gianni Versace Himself,Versace,POSITIVE,0.902225911617279
2023-03-07T08:00:00Z,WWD,Versace Reworks Controversial T-shirt Design With Chinese ...,Versace,POSITIVE,0.8437912464141846
2023-06-06T07:00:00Z,WWD,"The Versace Foundation, Donatella Versace and Allegra Versace ...",Versace,POSITIVE,0.9982277750968933
2023-04-13T07:00:00Z,PEOPLE,Amber Valletta Reflects on Jennifer Lopez's Versace Jungle Dress,Versace,POSITIVE,0.9985721111297607
2023-03-10T08:00:00Z,WWD,Pamela Anderson Makes a Statement in Shimmering Fringe Coat at Versace’s Fall 2023 Runway Show,Versace,POSITIVE,0.9988918900489807
2023-08-10T19:15:00Z,Le Parisien,"Bientôt un nouveau géant du luxe ? Versace, Michael Kors et Coach annoncent une alliance",Versace,POSITIVE,0.9586270451545715
2023-05-12T07:00:00Z,ELLE Decor,What's Gold and Leopard All Over? Donatella Versace's Opulent ...,Versace,POSITIVE,0.9963512420654297
2023-07-10T07:00:00Z,WWD,Simu Liu Makes Utilitarian Statement in Blue Versace Suit With Belted Cargo Vest at ‘Barbie’ Los Angeles Premiere,Versace,POSITIVE,0.9884810447692871
2023-02-27T08:00:00Z,WWD,"CFDA, Versace Partner on LGBTQ-focused Educational Initiative",Versace,POSITIVE,0.9960786700248718
2023-07-12T07:00:00Z,WWD,Dua Lipa Sparkles in Versace Butterfly Dress at ‘Barbie’ London Premiere,Versace,POSITIVE,0.9987627267837524
2023-03-10T08:00:00Z,PEOPLE,Miley Cyrus Makes Rare Red Carpet Appearance with Boyfriend ...,Versace,POSITIVE,0.9986598491668701
2023-01-24T08:00:00Z,Retail Dive,Versace exec to take on CEO post at Michael Kors,Versace,POSITIVE,0.9984480142593384
2023-03-09T08:00:00Z,Daily Mail,"Woman bags $12 vintage 'Versace' dress at thrift shop that could be worth up to $10,000",Versace,NEGATIVE,-0.8355228304862976
2023-03-27T00:46:41Z,Grazia USA,Donatella Versace: My 5 Fashion Rules,Versace,POSITIVE,0.998502254486084
2023-06-05T07:00:00Z,WWD,Shakira Gets Colorful in Versace Blouse and Miniskirt at F1 Grand Prix of Spain in Barcelona,Versace,POSITIVE,0.9966920614242554
2023-03-07T08:00:00Z,WWD,Versace Reschedules L.A. Fashion Show – WWD,Versace,NEGATIVE,-0.5739679336547852
2023-06-11T07:00:00Z,WWD,Rachel Brosnahan Goes Maximalist in Polka Dot Versace Dress With Butterfly Accents at the 2023 Tony Awards,Versace,POSITIVE,0.9981564879417419
2023-05-02T07:00:00Z,L'Officiel USA,Donatella Versace On the Future of the Italian Maison,Versace,POSITIVE,0.9990257024765015
2023-05-25T07:00:00Z,Robb Report,Lewis Hamilton and Dwyane Wade Hit Up Dua Lipa’s Versace Show in Cannes,Versace,POSITIVE,0.9988611936569214
2023-03-12T08:00:00Z,Town & Country,Ariana DeBose Stuns in Custom Versace at the 2023 Oscars,Versace,NEGATIVE,-0.7980538606643677
